train_patients,val_patients,train_segments,val_segments,best_val_loss,final_train_loss,final_lr,loss_type,alpha_peak,alpha_ratio
31,8,693,192,0.4454062879085541,0.4372231066226959,0.001,shape_preserving,0.5,0.5
