train_patients,val_patients,train_segments,val_segments,best_val_loss,final_train_loss,final_lr,train_idx_file,val_idx_file,train_normal_segments,train_high_risk_segments,val_normal_segments,val_high_risk_segments
23,3,605,52,0.3578898310661316,0.29118242859840393,0.001,/home/tsu25/ECG_PWD/Fetal-maternal-fusion/src/idx_train_risk.npy,/home/tsu25/ECG_PWD/Fetal-maternal-fusion/src/idx_val_risk_normal.npy,605,0,52,0
